# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 2114747 2188378 778203 2188378
-1.03160577224 -373.979387636 0.178378942273 1987402 2189016 1102788 2910597
-2.00362051948 -310.880679576 0.207487061251 1894960 2189810 1186113 3232809
-3.00616571501 -286.417774519 0.347513519667 1825242 2188369 1238855 3317550
-3.99188046826 -274.85414059 0.652026808568 1767738 2189265 1359503 3370631
-4.90380812676 -268.252129896 0.429752000337 1766974 2187881 1329766 3483388
-5.86838884036 -260.50847666 0.643484896718 1732055 2187496 1295041 3455997
-6.85075675261 -256.348150548 0.850687009908 1673636 2187456 1231357 3422745
-7.87208640169 -254.317060282 0.852528042267 1571519 2187501 1165218 3361986
-8.92895429972 -253.360485085 0.15360692794 1394983 2186830 1218922 3295986
-9.92393304646 -252.778754442 0.985952362345 1170082 2185027 1174094 3344997
-10.9687338864 -250.96429557 0.75429863755 1077978 2185118 1228177 3301835
-11.9581837318 -247.975410836 0.221087767188 1000977 2185080 1176527 3353313
-13.0033831755 -244.349931746 0.265925124732 932164 2185183 1022139 3305114
-14.168340097 -240.640428356 0.622381394877 871823 2186165 1027913 3157592
-15.2844359241 -237.64772979 0.788951922751 827969 2186726 1169260 3162827
-16.2797640804 -235.382999902 0.328070487509 800746 2187341 1215860 3297312
-17.2775271653 -233.333393854 0.0257826792311 793758 2187815 1576030 3348854
-18.0411274669 -231.721842124 0.546438010902 808847 2187745 1595236 3694597
-18.8870689644 -229.280256133 0.206004147286 817292 2187059 1419075 3716340
-19.8512969438 -225.756287858 0.165626904149 803199 2187632 1366334 3545359
-20.8067464603 -222.118769498 0.255311329548 777704 2186846 1219753 3492385
-21.8563766748 -218.372795931 0.2072144571 749905 2184006 1058287 3348386
-23.0008376154 -214.748863273 0.608196295776 722548 2184560 997846 3192471
-24.1554722311 -211.589554711 0.155398209444 695232 2184199 1014194 3133555
-25.2770043443 -209.044418859 0.395049884747 673221 2182900 1105943 3145146
-26.3199574652 -207.029191748 0.479012613043 654265 2181419 1112652 3232330
-27.3832149608 -205.275478494 0.97934112041 639894 2180219 1283661 3239772
-28.3123356327 -203.964199011 0.504489682646 629245 2180776 1261911 3402652
-29.3046205784 -202.721255821 0.478176611655 617415 2179858 1354815 3384623
-30.2238178619 -201.694693175 0.51571606142 611607 2179621 1314868 3474452
-31.1967336022 -200.688397621 0.641476694016 607365 2177911 1264177 3434793
-32.19628939 -199.707327588 0.0962087360331 606467 2180673 1206692 3388922
-33.2274411576 -198.690562772 0.271906155508 605702 2182783 1249556 3335244
-34.2100172312 -197.70033938 0.681806585766 604080 2184155 1141590 3376756
-35.2905748339 -196.590037416 0.104376736651 600964 2184100 1222651 3275570
-36.2767097167 -195.578935619 0.460874773156 600797 2185568 1385035 3357391
-37.1670286922 -194.666627214 0.87353313259 601586 2187630 1294340 3516334
-38.1664717834 -193.614927475 0.539209452367 603624 2189993 1263610 3436969
-39.167061902 -192.520446919 0.959386434733 605962 2193680 1450645 3413817
-40.0288456985 -191.550997805 0.973121121605 610928 2196786 1739118 3595564
-40.7653046644 -190.690316439 0.124328645039 614293 2201410 1726338 3876456
-41.581063347 -189.720669761 0.979612271326 618142 2204155 1593394 3870326
-42.4727216911 -188.648063034 0.953592626209 618753 2207278 1757355 3744847
-43.2380841643 -187.734144943 0.113819214144 619746 2209950 1822993 3898896
-44.0066418131 -186.844984177 0.425221576394 621098 2211773 1653099 3964582
